# Sky View Factor Data
# Point_ID X Y Z SkyViewFactor
596 19.1667 7.5 0 0.988699
597 20.8333 7.5 0 0.986648
598 22.5 7.5 0 0.997132
599 24.1667 7.5 0 0.996781
600 -24.1667 9.16667 0 0.997987
601 -22.5 9.16667 0 0.997869
602 -20.8333 9.16667 0 0.995511
603 -19.1667 9.16667 0 0.997997
604 -17.5 9.16667 0 0.994289
605 -15.8333 9.16667 0 0.990688
606 -14.1667 9.16667 0 0.98213
607 -12.5 9.16667 0 0.973127
608 -10.8333 9.16667 0 0.968305
609 -9.16667 9.16667 0 0.944476
610 -7.5 9.16667 0 0.94132
611 -5.83333 9.16667 0 0.920147
612 -4.16667 9.16667 0 0.930877
613 -2.5 9.16667 0 0.932299
614 -0.833333 9.16667 0 0.931942
615 0.833333 9.16667 0 0.947926
616 2.5 9.16667 0 0.950953
617 4.16667 9.16667 0 0.960537
618 5.83333 9.16667 0 0.953076
619 7.5 9.16667 0 0.961428
620 9.16667 9.16667 0 0.967391
621 10.8333 9.16667 0 0.942178
622 12.5 9.16667 0 0.959882
623 14.1667 9.16667 0 0.981443
624 15.8333 9.16667 0 0.981869
625 17.5 9.16667 0 0.984208
626 19.1667 9.16667 0 0.99323
627 20.8333 9.16667 0 0.994917
628 22.5 9.16667 0 0.99699
629 24.1667 9.16667 0 0.998835
630 -24.1667 10.8333 0 0.99929
631 -22.5 10.8333 0 0.998941
632 -20.8333 10.8333 0 0.997962
633 -19.1667 10.8333 0 0.997437
634 -17.5 10.8333 0 0.999648
635 -15.8333 10.8333 0 0.993547
636 -14.1667 10.8333 0 0.996593
637 -12.5 10.8333 0 0.992334
638 -10.8333 10.8333 0 0.979769
639 -9.16667 10.8333 0 0.97926
640 -7.5 10.8333 0 0.979871
641 -5.83333 10.8333 0 0.955771
642 -4.16667 10.8333 0 0.951755
643 -2.5 10.8333 0 0.965473
644 -0.833333 10.8333 0 0.963202
645 0.833333 10.8333 0 0.967228
646 2.5 10.8333 0 0.966614
647 4.16667 10.8333 0 0.980238
648 5.83333 10.8333 0 0.983879
649 7.5 10.8333 0 0.971072
650 9.16667 10.8333 0 0.976716
651 10.8333 10.8333 0 0.976727
652 12.5 10.8333 0 0.98206
653 14.1667 10.8333 0 0.984265
654 15.8333 10.8333 0 0.993524
655 17.5 10.8333 0 0.993365
656 19.1667 10.8333 0 0.99714
657 20.8333 10.8333 0 0.993576
658 22.5 10.8333 0 0.997413
659 24.1667 10.8333 0 0.999646
660 -24.1667 12.5 0 0.999212
661 -22.5 12.5 0 0.999256
662 -20.8333 12.5 0 0.998081
663 -19.1667 12.5 0 0.998312
664 -17.5 12.5 0 0.998821
665 -15.8333 12.5 0 0.994396
666 -14.1667 12.5 0 0.991546
667 -12.5 12.5 0 0.992967
668 -10.8333 12.5 0 0.98685
669 -9.16667 12.5 0 0.986018
670 -7.5 12.5 0 0.981411
671 -5.83333 12.5 0 0.981202
672 -4.16667 12.5 0 0.978001
673 -2.5 12.5 0 0.978687
674 -0.833333 12.5 0 0.987758
675 0.833333 12.5 0 0.987578
676 2.5 12.5 0 0.984863
677 4.16667 12.5 0 0.9844
678 5.83333 12.5 0 0.986314
679 7.5 12.5 0 0.992795
680 9.16667 12.5 0 0.98838
681 10.8333 12.5 0 0.991031
682 12.5 12.5 0 0.987169
683 14.1667 12.5 0 0.991336
684 15.8333 12.5 0 0.993283
685 17.5 12.5 0 0.996184
686 19.1667 12.5 0 0.993721
687 20.8333 12.5 0 0.996401
688 22.5 12.5 0 0.997849
689 24.1667 12.5 0 0.999418
690 -24.1667 14.1667 0 0.999549
691 -22.5 14.1667 0 0.998701
692 -20.8333 14.1667 0 0.99823
693 -19.1667 14.1667 0 0.998966
694 -17.5 14.1667 0 0.999534
695 -15.8333 14.1667 0 0.999137
696 -14.1667 14.1667 0 0.997352
697 -12.5 14.1667 0 0.996704
698 -10.8333 14.1667 0 0.989029
699 -9.16667 14.1667 0 0.991527
700 -7.5 14.1667 0 0.986733
701 -5.83333 14.1667 0 0.982594
702 -4.16667 14.1667 0 0.986675
703 -2.5 14.1667 0 0.987004
704 -0.833333 14.1667 0 0.989282
705 0.833333 14.1667 0 0.992248
706 2.5 14.1667 0 0.992449
707 4.16667 14.1667 0 0.990925
708 5.83333 14.1667 0 0.992633
709 7.5 14.1667 0 0.991821
710 9.16667 14.1667 0 0.986748
711 10.8333 14.1667 0 0.991164
712 12.5 14.1667 0 0.997818
713 14.1667 14.1667 0 0.995763
714 15.8333 14.1667 0 0.994366
715 17.5 14.1667 0 0.997029
